(474, 14345, 'B'),
(475, 14545, 'B'),
(476, 14562, 'A'),
(477, 14667, 'A'),
(478, 14715, 'B'),
(479, 14717, 'B'),
(480, 14807, 'B'),
(481, 14834, 'A'),
(482, 14874, 'A'),
(483, 15286, 'B'),
(484, 15374, 'B'),
(485, 15424, 'A'),
(486, 15477, 'B'),
(487, 15579, 'B'),
(488, 15726, 'B'),
(489, 15829, 'B'),
(490, 15906, 'B'),
(491, 15911, 'A'),
(492, 15989, 'C'),
(493, 16066, 'C'),
(494, 16202, 'A'),
(495, 16374, 'B'),
(496, 16429, 'A'),
(497, 16463, 'A'),
(498, 16681, 'A'),
(499, 16756, 'B'),
(500, 16811, 'B'),
(501, 16835, 'B'),
(502, 16999, 'A'),
(503, 17035, 'B'),
(504, 17116, 'A'),
(505, 17337, 'B'),
(506, 17350, 'A'),
(507, 17398, 'C'),
(508, 17411, 'A'),
(509, 17434, 'B'),
(510, 17528, 'A'),
(511, 17545, 'A'),
(512, 17555, 'B'),
(513, 17563, 'B'),
(514, 17575, 'C'),
(515, 17633, 'C'),
(516, 17670, 'B'),
(517, 17707, 'A'),
(518, 17716, 'A'),
(519, 17831, 'B'),
(520, 17887, 'A'),
(521, 17897, 'A'),
(522, 17989, 'B'),
(523, 17992, 'B'),
(524, 18023, 'A'),
(525, 18061, 'B'),
(526, 18123, 'B'),
(527, 18201, 'C'),
(528, 18399, 'A'),
(529, 18516, 'B'),
(530, 18567, 'A'),
(531, 18648, 'B'),
(532, 18812, 'C'),
(533, 18832, 'B'),
(534, 18858, 'B'),
(535, 18920, 'C'),
(536, 18970, 'A'),
(537, 18985, 'A'),
(538, 19078, 'A'),
(539, 19088, 'B'),
(540, 19102, 'C'),
(541, 19312, 'B'),
(542, 19318, 'A'),
(543, 19320, 'A'),
(544, 19338, 'A'),
(545, 19381, 'B'),
(546, 19456, 'B'),
(547, 19628, 'A'),
(548, 19644, 'B'),
(549, 19662, 'C'),
(550, 19665, 'C'),
(551, 19731, 'C'),
(552, 19734, 'B'),
(553, 19760, 'C'),
(554, 19806, 'A'),
(555, 19847, 'B'),
(556, 19868, 'B'),
(557, 19894, 'A'),
(558, 19916, 'B'),
(559, 19926, 'C'),
(560, 19980, 'B'),
(561, 19990, 'C'),
(562, 20164, 'A'),
(563, 20185, 'C'),
(564, 20215, 'B'),
(565, 20230, 'A'),
(566, 20345, 'A'),
(567, 20373, 'C'),
(568, 20386, 'A'),
(569, 20439, 'B'),
(570, 20497, 'B'),
(571, 20506, 'A'),
(572, 20609, 'B'),
(573, 20614, 'A'),
(574, 20640, 'C'),
(575, 20849, 'A'),
(576, 20951, 'A'),
(577, 20999, 'C'),
(578, 21016, 'A'),
(579, 21139, 'B'),
(580, 21258, 'B'),
(581, 21317, 'A'),
